color,shape,flag,i,u,v,w,x
blue,circle,1,404321,0.43424017075552024,0.7386606286551116,0.5256578678163965,4.360331312846383
purple,triangle,0,404379,0.4438546857091278,0.3983761756243145,0.5070794649556897,5.190230177446805
green,square,0,404389,0.1007375489625546,0.03141297060586479,0.4835687499927464,5.71881455330282
red,triangle,1,404447,0.318117456406819,0.8121194379610589,0.46832533745164906,4.897841618104257
green,triangle,1,404491,0.7331574867859811,0.007731669484874915,0.5081942839412676,3.964469330379886
orange,square,0,404520,0.9261109525714024,0.16902139574077724,0.519976661970576,4.609320571081436
yellow,triangle,1,404525,0.3510397345773142,0.06629861469260812,0.49387945441415654,6.089738612436837
red,triangle,0,404610,0.7295708066033625,0.6210928004006522,0.48063645401742666,5.047097096313824
green,triangle,0,404667,0.8685663483162033,0.7341494559127941,0.5048333947154192,6.081161567166447
purple,circle,0,404726,0.07296484848003104,0.6583384983125776,0.5171712867995383,4.175973363809756
blue,circle,0,404735,0.21335121388388822,0.0306064859968328,0.5236855132652346,4.760485925362123
green,triangle,0,404802,0.9781079124168008,0.7691822319895872,0.5070264988340502,3.3553852374472974
blue,triangle,1,404841,0.4682411828614066,0.8698965430522557,0.5062972996688164,4.535436595565735
green,triangle,0,404846,0.9305510412124427,0.805055390123565,0.511787932663312,5.3595341969361625
blue,triangle,1,404987,0.5354871615741676,0.6741058023591125,0.5052100419645796,5.716551834053451
red,triangle,1,404990,0.25439394796168535,0.445601055359785,0.4830174871083399,6.881969601049451
green,square,1,405058,0.16931285750707004,0.3932111283293588,0.48246980376488385,4.540884687311148
blue,circle,0,405159,0.48029339354185263,0.44990213404584367,0.5279659590533214,4.580907529525736
orange,square,1,405164,0.6733733597680485,0.11932676365927153,0.5212104567295263,4.778217035739361
red,triangle,0,405219,0.9826723310764041,0.7597238558443249,0.48173988485257707,3.9232671611948136
purple,square,0,405233,0.7691069167479181,0.032625541005836256,0.4862093878948887,6.304459636731554
blue,circle,1,405237,0.7511134566561493,0.849374323078136,0.5272258279560779,5.500474857166767
red,triangle,1,405253,0.9311215590875397,0.23976521113695926,0.476699887510756,2.7719362249268538
yellow,square,1,405305,0.9453487737189021,0.8534094187280329,0.4737613849671166,6.253098182151933
orange,triangle,0,405379,0.18455162894565746,0.8900612513224546,0.4802491971007073,6.460176596997393
red,triangle,0,405471,0.04880754225430084,0.8933576967724739,0.4878637072164853,6.133531821368554
yellow,triangle,1,405531,0.7344102721075413,0.4426238198478445,0.4942209732306668,3.0337258831598306
blue,square,0,405535,0.503762184381541,0.739686967268895,0.4945565834284612,6.831250561965329
blue,square,1,405553,0.9699949015565439,0.012275531396004569,0.4975542402582834,3.0954450837583702
red,triangle,0,405585,0.22075802373600872,0.43177808102968285,0.4920843807244184,3.3257267267795467
red,circle,0,405653,0.6889398213680793,0.6970537518456349,0.4963974017373721,4.911286103649867
purple,square,0,405788,0.9640184490993524,0.16215921660800925,0.4818539250098085,4.487679740771076
red,square,0,405802,0.4215482560635301,0.595620451511917,0.5200426592817691,4.946783272019761
red,square,0,405880,0.3282311760023535,0.1887749655018911,0.5192574597681919,4.987244211463204
purple,triangle,0,405998,0.7983660199431438,0.08097005074748809,0.5073715774247403,2.5949038482568954
purple,square,0,406044,0.1525077300705856,0.6559322775785215,0.4840115807432963,4.863790663371244
green,square,1,406067,0.9704203860986943,0.38149034726511344,0.4845375767505428,4.050148078245072
yellow,square,1,406088,0.2789887446731357,0.8993149491642233,0.4903002741463905,3.566559931788932
yellow,circle,1,406154,0.4371608508573076,0.8425572359734482,0.5388144093850497,4.718924920114666
yellow,square,1,406415,0.6765654484340974,0.4072997798037028,0.4992190864581606,3.720460443206887
blue,square,0,406479,0.7468634502298326,0.45874270106489135,0.4986880302610183,6.492520018164465
green,triangle,0,406569,0.28373655325255565,0.1756479577949659,0.5158588310027669,4.205533272838828
red,square,0,406589,0.5734455761672053,0.3951462921681146,0.5068549371021885,4.4474381043866105
blue,triangle,0,406640,0.5947997793104784,0.22877115751397348,0.49365699194985563,5.178076625308762
red,triangle,0,406670,0.5080757197799637,0.9593078266744622,0.5063717725934735,4.919330236232047
red,circle,0,406710,0.32922398844282796,0.42465918247230633,0.49580639616775063,5.785344684127675
red,triangle,0,406789,0.3989645338918619,0.07068375177736086,0.5014017028858937,4.833864274612641
red,square,0,406790,0.31216236772743844,0.5362913765535935,0.4976717195823757,5.569486386010156
yellow,circle,1,406944,0.6997189562713367,0.01571941399993837,0.5266868789549263,5.411158184044324
red,triangle,0,406975,0.17970011316136447,0.723950847402832,0.48781900887291796,5.955795221618423
red,circle,1,406986,0.48264763070207206,0.5029292318117448,0.49433451884229757,4.83575345381074
blue,square,0,406999,0.011889263693010022,0.41880540970805713,0.5075269936798311,5.784389369817901
blue,triangle,0,407000,0.17392580476712072,0.9206399419944473,0.4920361413777392,4.471542765820451
red,triangle,0,407010,0.47619512177381973,0.9351158079079561,0.4833701216798004,2.196355270074184
red,triangle,0,407085,0.502926094608134,0.5243801829291423,0.48326953616896057,6.08322449581254
red,triangle,0,407132,0.7663733947426048,0.91336590956359,0.4862324264646229,5.045292597110608
red,square,0,407484,0.246033088739135,0.5899145062026309,0.5181120767160675,1.9595663181925307
red,square,0,407502,0.582017958862124,0.04300196180732763,0.5175534675332268,7.197056489084802
blue,triangle,1,407515,0.7641177175953137,0.09071569377362021,0.4900951368217516,4.1980964255254
red,square,0,407537,0.1809065361834491,0.27499266249565435,0.5116891473905982,3.978241871622719
red,triangle,0,407553,0.47339962437298544,0.3901375718647604,0.5025023287674841,5.118451744127785
blue,square,1,407587,0.6825558927235732,0.06985223394546658,0.504645209945903,4.527684222491165
red,square,0,407785,0.9430581407698928,0.7993631368300492,0.5218151116199066,3.6950777816762947
red,circle,0,407837,0.04240981604118543,0.0763887721046691,0.49278547628798963,4.569112234104232
red,circle,1,407894,0.7512666250546094,0.7711025843096267,0.4924420245784761,6.456537045120279
red,square,0,407924,0.3342498426902266,0.6414676805488785,0.5135249968058191,5.872494934413659
red,circle,1,407961,0.6179929017424887,0.6340469718979167,0.49158265208247226,3.446285313916354
red,circle,0,408008,0.0843692809175206,0.12722422079605555,0.4971328331702479,5.212085571506336
red,triangle,0,408012,0.5573947494515696,0.38975752208434433,0.5126238186651708,4.3114345365676074
yellow,triangle,1,408079,0.9093571004282791,0.5792238831693498,0.5065612240067842,3.5392047193840526
blue,square,0,408114,0.7203276924049226,0.3667046445663138,0.5024950787070839,6.770523383903327
purple,circle,1,408180,0.2885798258082818,0.5234491704943466,0.4986284927430894,5.924520672568417
red,square,0,408188,0.3992984243757146,0.9729579454719782,0.5159546272861733,4.437287495329566
red,circle,0,408247,0.6438422794575033,0.6390754079028129,0.4988364843821413,4.840967245170557
red,triangle,0,408255,0.20680787475652063,0.43736532839455355,0.5123230089230779,4.3214131099058966
orange,circle,1,408351,0.08253999981609705,0.015013086252800734,0.47803139932336064,6.039640054015769
green,circle,0,408363,0.24282204821726772,0.5760225898635326,0.49110661997716804,4.067140097950282
red,circle,0,408398,0.4287948131329321,0.39157420285171596,0.4999610769875731,6.566369411159282
red,square,1,408426,0.6406098415169508,0.2646569768013902,0.5227351470330938,7.143978111596226
blue,square,0,408441,0.9393986457623662,0.1940300094536369,0.5153355130813149,4.804700133038835
red,circle,0,408446,0.6170877030169017,0.6543489033805715,0.4950052915117413,4.791477871234577
red,square,0,408458,0.374345610382843,0.011631740019972137,0.5201777618421457,7.07082573894231
red,circle,1,408471,0.18280117437795373,0.09420576052710888,0.49043042705050727,5.393871728240573
red,circle,0,408550,0.6858331568637801,0.7506297164980605,0.4929729300464558,6.569545491322146
red,triangle,0,408621,0.5797428109128266,0.6068332310914224,0.506283965445832,4.6435765729202805
red,square,0,408668,0.20765558352559554,0.8486359562121671,0.5168173575061112,3.660407027802499
yellow,triangle,1,408731,0.5732825888528483,0.7349810907346581,0.5065444772804333,4.949855575428452
red,triangle,0,408820,0.08358419311582332,0.6873249510167284,0.5129036464938158,4.264207740399289
red,square,1,408823,0.5551108619014528,0.07395531571137448,0.5156180686530784,3.8443549814108553
red,triangle,0,408966,0.49554086563547917,0.12309999661562765,0.5064709442306965,4.192379582131352
yellow,circle,1,409127,0.0362940768718778,0.3962533724798095,0.5229298626779088,6.354657807738413
red,square,0,409215,0.4706634671490242,0.9610960545204995,0.5214938003585593,4.713881772725928
green,triangle,0,409329,0.4052862901580394,0.08372119470326678,0.5184352990046684,6.2760282518420185
yellow,square,1,409348,0.4344578077628283,0.468695067925739,0.4976437962672821,4.748196718414499
red,square,1,409381,0.5855201233125406,0.5391142768421466,0.525480886650077,6.8056053921918425
red,triangle,1,409527,0.7052826337698797,0.22982219401729975,0.5099725921977243,6.9530028500423775
purple,square,0,409533,0.5854520927461457,0.11770299413055596,0.491699793546107,4.9698192732541715
red,circle,1,409538,0.37163847797251504,0.400829027269246,0.4962317770086797,6.4387239513669305
yellow,circle,1,409542,0.8190797984458409,0.23833106733842013,0.5295948377364428,4.056902855412558
red,triangle,0,409581,0.44469573301468945,0.37871469895814514,0.5092411510912408,5.147708122508301
red,square,1,409599,0.2529252950148785,0.7073796022463315,0.5289771707367834,4.004098830614893
blue,circle,0,409661,0.21938969030060307,0.928251409188362,0.5253520480994954,5.230595544239608
red,triangle,0,409677,0.8162341560427582,0.9906220905132913,0.5207408951203899,6.5217958463839425
red,circle,1,409729,0.892607462969383,0.8854819932923311,0.500242135793435,5.124708072040491
red,triangle,0,409790,0.6085217312591791,0.7251958321237331,0.5204825002103738,6.273496526985627
red,triangle,1,409876,0.942350369754318,0.9574679537705263,0.5270827537157838,5.557671721464943
red,triangle,0,409933,0.9206106365392773,0.3101350370481294,0.5260496270079443,5.211736062548158
red,triangle,1,410013,0.762944607447994,0.6822350804287131,0.5276045940814295,5.562549016450775
yellow,circle,1,410093,0.2941692879250857,0.03367571271482628,0.5323502644372534,4.7266609152183685
red,square,0,410105,0.4888604843882428,0.13420642199999677,0.53100892030084,8.20071612615397
purple,triangle,0,410150,0.2532387782477389,0.6613800791765458,0.5130003522926362,4.13827034318382
red,triangle,0,410188,0.8155834893387192,0.600747726377886,0.5243821093021257,5.267510724452422
red,square,0,410195,0.526952198917595,0.3883619866691551,0.5239548996324123,4.403288957344245
yellow,triangle,1,410447,0.8971913939212398,0.05343074617760546,0.49209975676351675,5.530133181969077
blue,square,1,410488,0.544679624468908,0.7855291101302742,0.49930976036776337,4.67214337820684
red,square,0,410597,0.6217318755332524,0.21018176009500322,0.5284072910671912,6.147988448529972
orange,circle,0,410732,0.6638572463312785,0.6500668188429215,0.47678322845435045,4.072461053508557
red,square,0,410748,0.33837204663982035,0.19197179643208517,0.524959855348316,4.925185675626268
red,triangle,0,410758,0.8570899840546615,0.04971801516907148,0.512822016136913,6.652061445418897
red,square,1,410800,0.7673434923667805,0.00037654356442629044,0.5236425156848175,5.163962278526361
yellow,square,1,410829,0.34653657882562194,0.6366966851406346,0.504017020524526,4.7146198841123965
red,circle,0,410931,0.546767776910464,0.45433043516472915,0.48859736669470427,4.507104913664541
red,square,0,410954,0.008316979455405882,0.9026225296964588,0.5193988762007243,6.365731955881866
red,square,0,410964,0.4659512785708738,0.9762037780131061,0.5167177043188586,5.090767697412583
purple,circle,1,410985,0.5209108557055107,0.979313898441847,0.5078318509679425,6.310739948473898
red,triangle,0,411068,0.9173715910230548,0.11661677647235802,0.5156311281151702,5.619900596208495
red,triangle,1,411183,0.9545142566635887,0.7132570354705988,0.5166409364290429,3.7830449602244705
blue,triangle,1,411300,0.33643667866979665,0.7222312015275271,0.4924811207747196,3.751718993504626
blue,triangle,0,411330,0.4855831948475259,0.9416541527042219,0.49421118348299153,4.2604083091027025
red,square,0,411343,0.7789843132831411,0.07723341037885179,0.5148967720656697,4.883961995706305
purple,square,0,411434,0.23294640945080303,0.20941660258541228,0.4904160264338973,4.492335472766562
purple,triangle,0,411437,0.0874416708178064,0.8608235934840683,0.5086228235469287,6.904058004901947
red,triangle,0,411579,0.16861637661800255,0.3425188083960208,0.5167684242004628,3.2500482408887645
red,triangle,1,411659,0.5442188179114065,0.7040962175423547,0.5166993190489322,4.9804760472696605
red,square,0,411735,0.6338308539195121,0.3108694477844265,0.5062422909508266,4.073143585425137
purple,circle,0,411750,0.7319347451086649,0.30788954817190783,0.507397221546586,4.479781538469108
blue,triangle,0,411804,0.8458567069898428,0.9112027663730352,0.4932980417220871,5.341155998830385
blue,circle,0,411869,0.7226277574624174,0.7768685909029331,0.5398936550335363,6.983909056804033
red,circle,0,411917,0.03421378357288907,0.047397902115352705,0.4752072100068521,4.464330295169857
blue,circle,1,411945,0.048454150163879994,0.7217662666742595,0.5443876638676958,5.126694888849488
purple,circle,0,412005,0.44708643968685247,0.1814357932083771,0.513103201251819,6.372625790974066
purple,circle,0,412016,0.7144845044389426,0.7813678023182257,0.5111258378878383,6.199025215732114
yellow,circle,1,412155,0.8505627687870435,0.6982094236081248,0.5203169643839746,4.829779398627252
red,square,0,412250,0.8504685039854782,0.052190358591393315,0.4902410595724105,3.5281760591869205
yellow,triangle,0,412298,0.2808921739138933,0.8195922791573089,0.48899755962846475,3.889749071345894
orange,circle,1,412380,0.6744306766532117,0.5522132513998601,0.4794634977776188,4.118434182022859
red,square,0,412425,0.10824529982235909,0.8365071905115189,0.4777329838523633,4.704951595091578
blue,square,0,412426,0.007070340657070795,0.8065032806733391,0.4907367854458501,5.17749184088046
red,circle,1,412440,0.3188422078407027,0.29284170828514816,0.4812742281794559,6.985842741046636
red,square,0,412446,0.9832543113563688,0.7671990130618139,0.4776401719501203,7.486513299459086
blue,triangle,1,412475,0.6346736052959036,0.2747382767489376,0.5010716625572224,6.199864235840695
red,circle,0,412495,0.3475022942148621,0.32761708689501046,0.47996439935936613,2.624558172779161
red,triangle,0,412508,0.3219698367494802,0.7224432607726242,0.503497480955817,5.476625302023457
green,circle,0,412515,0.33996989698495517,0.4224840119144194,0.49880075489530057,5.665653883382729
red,square,1,412557,0.060011186502833325,0.3966134759004424,0.4798480692984614,5.213159696306523
blue,square,1,412580,0.5657431765911797,0.6511695881996549,0.48706999168894954,3.7372147807759593
blue,circle,1,412636,0.6249413978117138,0.23596450396984647,0.5395796611792876,6.196345575821962
red,circle,0,412687,0.9101350700684699,0.9710791928275359,0.4797399447267551,3.53929078467614
blue,triangle,1,412695,0.3292474475923741,0.25173632519152445,0.506807093196346,3.2909743356840693
red,triangle,0,412702,0.4647489450337531,0.16404243944577412,0.5077628807075795,4.332450242736735
red,square,0,412784,0.6615645537979847,0.12878907174984167,0.48853149559786474,4.65578723005813
purple,circle,0,412844,0.23175045836804964,0.9691500402287213,0.5135755570127799,7.453538774375066
red,triangle,0,412918,0.7267047915389362,0.977249460120103,0.49605507598916354,4.368002766493595
purple,square,0,412983,0.523775033537616,0.5334317086213074,0.4895645833544572,4.655860125829382
red,triangle,0,412995,0.8496987888273095,0.4246320475803621,0.49200327365168206,4.229097853905992
red,square,0,413013,0.5398059090000749,0.13586944337249574,0.48385062819551933,5.997671347891504
red,triangle,0,413098,0.261705929435199,0.23008166052237766,0.4964270566324088,6.176768120730368
yellow,square,1,413133,0.7882518280260266,0.6719794319255251,0.4993886978493441,5.127601342482564
red,square,0,413139,0.9055698731289945,0.7007932093620781,0.4852146273743674,4.516386680724516
red,triangle,0,413150,0.955022379650656,0.03527091264062365,0.4928540831853299,4.479236639542448
red,square,0,413156,0.4935263016589604,0.8590568423649695,0.49228500147246274,7.485064960997819
yellow,triangle,1,413236,0.35196921796850955,0.27772075890541303,0.47205730357553066,3.870571261482733
blue,triangle,1,413269,0.6571069496666412,0.4823514127618985,0.5188596535405834,6.158960058773757
yellow,square,1,413429,0.7948337045418883,0.05084332874896913,0.5083391846457594,6.209108243280217
blue,triangle,1,413589,0.27775391443861974,0.34206760285904136,0.5166286588514517,4.504508652344163
red,square,0,413628,0.4832747660915765,0.337631290163507,0.5002363226947814,4.033507775381328
red,square,1,413637,0.3406456989651434,0.2014998126824079,0.5042958375996044,6.466292513024502
yellow,circle,1,413798,0.46021572333639893,0.884704669096846,0.5340660385807497,7.440102842860784
red,triangle,0,413820,0.6674025925569613,0.15530746467479817,0.4765301048927643,4.551772488508328
yellow,square,1,413916,0.3929210074560181,0.6147548679471491,0.5161098315561932,4.11886819040765
purple,triangle,0,413971,0.019535331958087876,0.6991357141620065,0.49963979860895197,2.8996262031203823
red,triangle,0,414000,0.6088982216874902,0.9784559732704764,0.4749560013042373,5.221133011472841
green,square,0,414027,0.7615265000602532,0.7782477383542531,0.5324580018121762,5.519010472287544
blue,square,1,414085,0.2587342615118756,0.951942151485277,0.470791036697166,4.944072536036763
red,triangle,1,414133,0.9407511495938944,0.03050893732240545,0.4715127113505447,4.54063268723984
blue,triangle,1,414184,0.8916457885505735,0.8395568828203379,0.5164919658990521,5.615096359022343
green,triangle,0,414186,0.9732434010964439,0.13258286148850296,0.5186563022891615,5.322145802264406
yellow,circle,1,414292,0.8943270776958472,0.15415856635871605,0.5338036582905477,8.895613215546922
red,square,0,414301,0.1522785546595561,0.4076949916621755,0.5062867997115744,3.72759091153538
yellow,circle,1,414330,0.3323961558364591,0.15073461294128987,0.5290453694522023,5.264995372745593
yellow,triangle,1,414341,0.10715872273516158,0.5866169535763028,0.4826283761096491,4.169264618577826
orange,circle,1,414356,0.3763549478929412,0.7505727822128362,0.48583050566254155,4.653394487480818
red,square,1,414364,0.7030570127735172,0.12858702930391686,0.5075341318315327,6.334703842431654
yellow,triangle,1,414392,0.3224569799869038,0.7935501733243558,0.49041629613951876,7.96242727900034
yellow,triangle,1,414461,0.9796416789195468,0.5557143709162574,0.49023563488756977,4.390198848248415
green,triangle,1,414550,0.6298784229837792,0.7521639720803523,0.5191358249030289,7.433811460606919
orange,triangle,0,414632,0.428500167119526,0.36607866845295145,0.47081347144738445,4.481033048286446
red,square,1,414647,0.28144443092516513,0.4472626824439989,0.5080662970436506,6.744925948024256
red,circle,1,414720,0.1102804286675072,0.09234797502378038,0.480737483906285,6.1526126375492325
red,square,0,414803,0.8956221368012316,0.3118665481409354,0.5084850820655602,4.995155059184679
blue,square,1,414868,0.8380663221334929,0.5532882632162486,0.4854303199774404,5.901151272085234
green,square,0,414931,0.926762603039401,0.7883352330499447,0.5351220122805623,3.6259157035866565
red,triangle,0,414961,0.42865346928153225,0.018536231765446498,0.4636237754596017,4.296858047706796
red,triangle,1,415043,0.34455620836566636,0.7508928532640805,0.4684564656600809,3.516141064947919
purple,triangle,0,415080,0.8400245605967229,0.8365978274030381,0.49420198830081785,4.833873683961947
red,circle,0,415093,0.02530312560074266,-0.020744347387753548,0.47267233327964453,6.380444688698895
blue,square,1,415110,0.022980864754761132,0.1472520029150809,0.48260481240710823,4.608710090282286
red,triangle,0,415135,0.2544090554838675,0.3915246991655562,0.4636566102279231,3.3439464090488413
yellow,triangle,0,415210,0.721780167694505,0.7165798894392567,0.4896651613952397,5.195098582544258
red,triangle,0,415292,0.6588398833636143,0.49372843789109044,0.4691619714090176,3.990637057658626
yellow,triangle,1,415343,0.5630791159911716,0.27766051432685335,0.49449852155501156,3.9389413540314884
red,square,0,415389,0.9705593796951105,0.6662762876494098,0.5096717055755128,5.334085589168752
blue,circle,1,415438,0.9714025422387434,0.8642377163674381,0.5413355579680965,5.2024624972859455
purple,square,0,415450,0.5226547821368325,0.7801297575816978,0.5008553672951415,6.027848591378281
blue,triangle,1,415477,0.8332807000442715,0.7498494025256474,0.5132796810911399,5.8977613781313165
red,square,1,415544,0.9862296300552067,0.5825351970438819,0.5033480758722415,5.428051039799477
red,triangle,0,415579,0.4760572296600407,0.33170820717220306,0.4717397184789229,4.0631750113093945
red,triangle,0,415584,0.990314309153224,0.07269972495938892,0.47416383470284945,4.106577102893966
red,circle,0,415589,0.3661906625602602,0.4025536714299455,0.47364288879216815,4.5910129949000895
blue,square,0,415595,0.49163801548879127,0.24330154714116303,0.4819515245455142,5.718476399136688
red,circle,0,415611,0.6195004711843787,0.5727866189621638,0.47401378896208646,5.542319267634021
red,circle,0,415748,0.8328788685536079,0.8641085074514573,0.46979413223846245,3.9706101547653767
blue,triangle,0,415754,0.43713699201805456,0.2660525142526584,0.5126656935668523,3.246619511051145
red,triangle,0,415831,0.5001685641935002,0.8698183381006106,0.4922326402370768,6.024953643905896
purple,triangle,0,415838,0.8020011720459099,0.22756270790291333,0.5033954027225506,6.068019207862608
blue,triangle,0,416064,0.006945114263260832,0.21170056978885798,0.5143509734188596,4.651095411918273
red,circle,0,416067,0.42812775359923905,0.37703136082457084,0.46449024799404914,5.15670466708205
red,circle,0,416087,0.3538487489824198,0.27518672100861263,0.4617118610651707,3.580507603681859
red,circle,0,416115,0.9430470015669334,0.9487467603887084,0.45897929561174744,4.365152675185844
green,triangle,0,416125,0.09619528634889285,0.057739380692552134,0.517122397340599,4.862942749772543
red,circle,1,416240,0.7574474611973291,0.8186996574524749,0.44832254622782247,4.7591596511939205
red,square,0,416290,0.6903995209230517,0.3143369559713949,0.48585522297270783,5.01810837305451
green,circle,0,416333,0.7205578548894788,0.828048458508868,0.5012711321138965,4.049348703616304
red,square,0,416437,0.6466422667540417,0.7334969056903076,0.4804811122167074,5.921120324045841
red,triangle,0,416449,0.2030025641518599,0.5930684242120423,0.49141472582738843,3.9874069634019995
yellow,circle,1,416491,0.35163840806684055,0.4033210378463076,0.5345431813618567,6.484809729397359
red,triangle,0,416563,0.8909271689139356,0.9156076344481769,0.4892871797467797,5.936154387085878
yellow,circle,1,416585,0.16400859146840308,0.5965219871671622,0.5335026812963714,3.9943511258275706
blue,square,1,416590,0.0980590317872454,0.41023458750011066,0.47707448980878275,6.175828247841214
orange,square,1,416593,0.05174991698657738,0.3328841163758609,0.5117641506357392,4.069100960802553
purple,triangle,0,416631,0.05804430334154431,0.7713956565531557,0.49517047333737396,3.770492286942417
red,square,0,416641,0.48179183318412167,0.3526213194215202,0.46248950728747634,4.838732082289352
yellow,circle,1,416794,0.005612599675430596,0.8088273404826914,0.5366467393279692,4.43178494213615
purple,triangle,0,416848,0.10367082337284161,0.5089532068397383,0.496226936926661,4.868745172566798
red,square,0,416854,0.08591998921287558,0.5901508592354079,0.4512489122504173,4.91564141561331
green,square,0,416880,0.12970926493292545,0.7482186387117108,0.5249988957291557,3.5014075062557324
red,square,1,416902,0.40319979689704244,0.7636111045492379,0.45211006913473917,5.412159529692301
red,square,0,416972,0.6383818321890626,0.34198783159892543,0.45641301029695575,3.6925029907519344
purple,square,1,416989,0.7572343826950665,0.6309017032820423,0.5028100170032692,3.334733544512153
red,square,0,417025,0.9113462113891848,0.5187228415960464,0.4560399174032374,3.122234019892994
red,triangle,1,417089,0.7495570465674024,0.8300551158843191,0.49245783860352277,6.175286703786654
blue,triangle,0,417105,0.419519799589274,0.7135029511659471,0.5086966262581886,2.8929187832748853
red,square,0,417132,0.3205151839886584,0.5645212911306043,0.4603770783617119,2.0661427685480716
purple,triangle,0,417157,0.5711017923040533,0.03865980639472766,0.4883347189303134,6.388751840905303
red,circle,0,417200,0.5855849793524782,0.6119243040112797,0.4280044413263959,8.323760491444853
red,square,0,417218,0.09306731483603303,0.05221619154508683,0.4580502735802006,2.9393596878019714
red,square,0,417258,0.5080993505480947,0.6662217093579649,0.4579274856433957,2.9869439946581493
red,square,1,417395,0.13627138255214732,0.48623242410050516,0.46423702487186497,6.623316593297788
red,square,0,417425,0.4932497928658681,0.15231118656399234,0.4664903573917578,5.417917228983158
red,circle,1,417536,0.34876404340306644,0.2703972493882617,0.42768403320036097,4.181572832249706
purple,circle,0,417554,0.49490645264980193,0.24752119385976667,0.4897046476479821,3.392519206652731
green,triangle,0,417562,0.15469913998663198,0.5275669232293471,0.5125965526021815,6.202048195261952
red,square,0,417575,0.4776565220971556,0.8019318489407621,0.4747333738063338,5.318639755539156
blue,triangle,1,417626,0.4243645471310227,0.37420782833898925,0.5136846948039873,4.926556373439734
red,triangle,0,417642,0.7263364294020428,0.468342904133927,0.5042821572045862,5.434048253892715
purple,triangle,1,417650,0.7260601135141455,0.9297385606947408,0.49353669051830046,4.882010401564516
green,circle,0,417654,0.7804965521411584,0.8854589402560958,0.5042453119891259,4.4590244881267
red,circle,1,418013,0.2256042182898581,0.24739727081194185,0.4315387829544891,2.32742869673782
yellow,circle,1,418040,0.3584799144288826,0.173946869402819,0.5317370022627771,3.7434801260034463
red,circle,0,418128,0.2486872223029497,0.3319274331187414,0.4250771454361501,4.909765695950619
yellow,triangle,1,418172,0.4787606665741654,0.6617860112773567,0.47158200435444225,6.721233713172783
purple,square,0,418278,0.6239062694658689,0.11065159041832395,0.510052521858901,8.029689766687161
purple,square,0,418285,0.11293849922481936,0.008855787273896243,0.5089106996804605,5.2066763491198556
yellow,square,1,418345,0.29222900592551015,0.1617721066226956,0.5125688323415893,5.257280559078665
red,circle,0,418462,0.4785698702803115,0.5340052689518955,0.43785075136677304,5.319094297656166
red,square,0,418469,0.644309699064817,0.5861256430759361,0.5160755245391613,2.4739604669907966
purple,triangle,0,418480,0.32765619699116266,0.04717576449588323,0.49510694729807003,3.3660856169364872
purple,circle,0,418503,0.34564049250131523,0.2100286091493202,0.4817621695949327,4.673931141789692
purple,triangle,0,418531,0.26916047972550294,0.4806804615006416,0.4962450194770319,5.193831246245857
red,square,1,418602,0.1341165155177233,0.6073081718250779,0.5175096422682183,6.831408929518912
blue,triangle,0,418615,0.5887476483923134,0.5074989436889473,0.515205098683211,6.4700679314894245
red,circle,0,418701,0.11918405593694148,0.08867615517788549,0.4394253247178085,5.950469582574622
yellow,triangle,1,418725,0.559465311034973,0.5851322286825043,0.4752743880183645,6.092580944596932
red,circle,0,418834,0.07245661514460844,0.028668585166640233,0.45062442800371105,4.221752994815294
red,square,1,418888,0.09272629825783374,0.5907352761204864,0.5166121740248965,5.732664933000755
blue,square,1,418903,0.5659067235626688,0.11794294903035007,0.4779849402704211,4.949091899397209
blue,square,0,418957,0.37971553000369285,0.1152171664862347,0.48012958722493926,5.193986950124411
blue,circle,0,418986,0.31274767760449274,0.27134123391623366,0.5243005052378935,6.402246284432516
green,square,0,419011,0.6065480850298873,0.7253560192089153,0.5198369024479206,4.400359463051699
blue,triangle,1,419055,0.17698236637235687,0.12033899861995145,0.5243035948387528,6.636269103850641
green,square,0,419059,0.03992098826862389,0.6263984646969762,0.5226431193254288,4.880216140629437
blue,circle,1,419070,0.48262252187422305,0.14844748834794808,0.5202308814447982,4.838675015261391
red,square,0,419119,0.6407951567603292,0.1174570878397333,0.5243827686373389,4.461836317974531
purple,triangle,1,419167,0.4112514620133395,0.4013960953774379,0.48959686815477893,4.719200306281575
yellow,square,1,419170,0.8128890125577551,0.5303271844237689,0.5043163802327053,4.515719801764994
red,square,0,419260,0.8459992691859014,0.5687235069114398,0.5179995879876328,5.810491948149306
purple,circle,0,419335,0.788659054238965,0.2057394713923727,0.4800188075984709,6.611217667011823
red,triangle,1,419341,0.34327808925073,0.4282106811267582,0.5073775830952365,5.025946486651326
blue,circle,0,419347,0.7435925250692076,0.050394473270299334,0.5252954908253112,6.023473823699479
red,triangle,1,419352,0.14759530436434143,0.30504333234305203,0.5098637272460711,5.501689760480581
green,triangle,0,419374,0.7851794194652867,0.40356871876936984,0.49856121844967827,4.422402863649022
red,circle,0,419388,0.5357206940841953,0.6159024616433673,0.4417066294586936,3.3008200348263563
red,square,0,419427,0.497728482478768,0.6568766816078183,0.5156409137941457,6.7459219401214865
yellow,square,0,419433,0.9831176109691093,0.12016879812103598,0.5063371582187389,4.002888361916657
red,circle,0,419454,0.18078963931854763,0.17975551799418893,0.4414635374896249,6.133341531260502
yellow,square,1,419485,0.0032107127687728276,0.6247875259079945,0.4994796987604175,3.8878280100714235
